customer_id,customer_name,city,region
C835,Chirag Grewal,Ranchi,East
C2240,Kimaya Mallick,Mumbai,West
C3189,Purab Boase,Bangalore,South
C3496,Ritvik Suri,Surat,West
C3750,Samarth Sibal,Chennai,South
C3261,Ranbir Randhawa,Bangalore,South
C3070,Pihu Srinivasan,Bangalore,South
C1594,Hunar Mand,Patna,East
C1369,Fateh Shroff,Delhi,North
C3085,Piya Korpal,Jaipur,North
C1051,Dishani Ranganathan,Coimbatore,South
C3360,Raunak Krishnamurthy,Pune,West
C914,Devansh Karnik,Coimbatore,South
C2643,Misha Setty,Ahmedabad,West
C1539,Hridaan Karnik,Pune,West
C1868,Jayesh Kalita,Pune,West
C2409,Madhav Jaggi,Mumbai,West
C3170,Priyansh Gour,Chandigarh,North
C4014,Shray Dugar,Jaipur,North
C3426,Rhea Ratti,Coimbatore,South
C265,Akarsh Kala,Goa,West
C2838,Neysa Kothari,Ranchi,East
C3870,Shaan Seth,Amritsar,North
C185,Adira Dar,Coimbatore,South
C2569,Mehul Bose,Bhubaneswar,East
C3402,Reyansh Mahajan,Guwahati,East
C1018,Dhruv Bhattacharyya,Surat,West
C234,Advika Ramakrishnan,Hyderabad,South
C1257,Eshani Anand,Bangalore,South
C4455,Vardaniya Borra,Guwahati,East
C2631,Misha Batra,Thiruvananthapuram,South
C4417,Vaibhav Kunda,Bhubaneswar,East
C2246,Kimaya Vala,Coimbatore,South
C2984,Onkar Verma,Kolkata,East
C3916,Shanaya Bhat,Coimbatore,South
C3072,Pihu Varghese,Goa,West
C4768,Zain Sen,Bangalore,South
C4081,Suhana Ganguly,Thiruvananthapuram,South
C2536,Manjari Mangal,Bhubaneswar,East
C4700,Yasmin Sekhon,Ranchi,East
C1311,Faiyaz Issac,Kolkata,East
C887,Darshit Hans,Pune,West
C822,Charvi Shenoy,Lucknow,North
C2142,Khushi Bhalla,Hyderabad,South
C3731,Samarth Biswas,Goa,West
C704,Badal Mangal,Ranchi,East
C2868,Nirvi Keer,Amritsar,North
C1381,Gatik Comar,Pune,West
C1451,Hazel Hayre,Jaipur,North
C3485,Ritvik Mangat,Chandigarh,North
C860,Damini Kapur,Bangalore,South
C4314,Tushar Devan,Coimbatore,South
C3537,Rohan Iyengar,Patna,East
C781,Bhavin Tara,Jaipur,North
C1163,Drishya Mangal,Coimbatore,South
C1104,Divyansh Bhavsar,Kolkata,East
C443,Anay Warrior,Guwahati,East
C2162,Khushi Taneja,Bhubaneswar,East
C4039,Siya Chandra,Chandigarh,North
C4215,Taran Vig,Chennai,South
C2936,Nitya Gopal,Thiruvananthapuram,South
C1043,Dishani Chaudhry,Ranchi,East
C229,Advika Grover,Bhubaneswar,East
C4089,Suhana Rastogi,Bhubaneswar,East
C2976,Onkar Rajagopal,Thiruvananthapuram,South
C3414,Rhea Basak,Kolkata,East
C553,Anya Sha,Coimbatore,South
C288,Alia Ravi,Lucknow,North
C4232,Tarini Shukla,Surat,West
C82,Aarush Kaur,Thiruvananthapuram,South
C4383,Uthkarsh Dara,Guwahati,East
C3763,Samiha Dutta,Patna,East
C2455,Mahika Divan,Ranchi,East
C4552,Vidur Sharaf,Patna,East
C3202,Purab Seshadri,Bangalore,South
C4448,Vanya Sur,Hyderabad,South
C3332,Rati Goyal,Mumbai,West
C426,Anay Goswami,Jaipur,North
C466,Anika Deol,Patna,East
C3632,Sahil Saxena,Jaipur,North
C3424,Rhea Rajagopalan,Ahmedabad,West
C4773,Zaina Bassi,Coimbatore,South
C1763,Ishita Shroff,Bangalore,South
C1977,Kabir Dubey,Goa,West
C4834,Zoya Gera,Hyderabad,South
C3885,Shalv Lad,Delhi,North
C2013,Kaira Sinha,Bangalore,South
C9,Aaina Gala,Patna,East
C3024,Pari Vohra,Lucknow,North
C2305,Lagan Kala,Thiruvananthapuram,South
C2122,Keya Borah,Lucknow,North
C1513,Hiran Balakrishnan,Mumbai,West
C1481,Heer Lal,Kolkata,East
C4064,Stuvan Hayer,Chandigarh,North
C2660,Mishti Lata,Pune,West
C4505,Vedika Shetty,Chennai,South
C3876,Shalv Ahluwalia,Lucknow,North
C3274,Rania Bawa,Guwahati,East
C3103,Piya Yadav,Chandigarh,North
C1243,Emir Doctor,Chennai,South
C4264,Tiya Bedi,Delhi,North
C2379,Lavanya Cherian,Coimbatore,South
C2879,Nirvi Vyas,Ranchi,East
C277,Alia Bandi,Ranchi,East
C187,Adira Dhingra,Delhi,North
C3640,Saira Chacko,Jaipur,North
C794,Biju Handa,Kolkata,East
C710,Badal Sanghvi,Bangalore,South
C2514,Manikya Sur,Pune,West
C3491,Ritvik Sankar,Surat,West
C1405,Gokul Kari,Delhi,North
C4534,Veer Sood,Chandigarh,North
C2939,Nitya Mani,Goa,West
C2483,Mamooty Jhaveri,Pune,West
C144,Abram Gera,Mumbai,West
C483,Aniruddh Batra,Guwahati,East
C2743,Navya Balakrishnan,Kolkata,East
C4508,Vedika Suri,Patna,East
C4193,Taran Ganesan,Hyderabad,South
C945,Dhanuk Ramachandran,Chandigarh,North
C4237,Tarini Walia,Bangalore,South
C1721,Ira Walia,Surat,West
C1353,Fateh Dhar,Thiruvananthapuram,South
C1644,Indrajit Kaul,Jaipur,North
C2267,Krish Ahuja,Hyderabad,South
C2683,Mohanlal Dyal,Goa,West
C1921,Jivin Bobal,Thiruvananthapuram,South
C3149,Prisha Dhillon,Bangalore,South
C4527,Veer Goel,Bhubaneswar,East
C1588,Hunar Ganesan,Surat,West
C1567,Hrishita Lata,Guwahati,East
C2650,Mishti Bhagat,Kolkata,East
C996,Dharmajan Goel,Bhubaneswar,East
C4125,Taimur Bumb,Bhubaneswar,East
C1065,Divij Bose,Ahmedabad,West
C805,Biju Vig,Bangalore,South
C1017,Dhruv Bhalla,Mumbai,West
C688,Badal Balan,Kolkata,East
C2462,Mahika Sachdeva,Coimbatore,South
C1217,Elakshi Baral,Kolkata,East
C3273,Rania Balakrishnan,Guwahati,East
C3688,Samaira Goel,Amritsar,North
C4094,Suhana Talwar,Mumbai,West
C4166,Tara Chaudhry,Chennai,South
C3937,Shanaya Roy,Pune,West
C2980,Onkar Sunder,Delhi,North
C4674,Yasmin Baral,Amritsar,North
C3958,Shayak Koshy,Chennai,South
C4627,Yakshit Arora,Bangalore,South
C3464,Riaan Sura,Kolkata,East
C62,Aarna Ramesh,Patna,East
C4725,Yuvaan Sheth,Ahmedabad,West
C3516,Riya Hari,Mumbai,West
C2374,Lavanya Anne,Mumbai,West
C4130,Taimur Goda,Coimbatore,South
C2494,Mamooty Vora,Jaipur,North
C3314,Rasha Sule,Surat,West
C378,Anahi Issac,Patna,East
C1198,Ela Chandra,Lucknow,North
C3773,Samiha Sabharwal,Patna,East
C4169,Tara Hari,Surat,West
C4110,Sumer Mann,Mumbai,West
C4093,Suhana Sunder,Lucknow,North
C429,Anay Mandal,Chennai,South
C1245,Emir Jha,Ranchi,East
C2822,Nehmat Iyengar,Surat,West
C3495,Ritvik Sood,Bangalore,South
C4120,Taimur Bahl,Chennai,South
C2459,Mahika Kothari,Patna,East
C1949,Jiya Bahl,Ahmedabad,West
C3255,Ranbir Khalsa,Chandigarh,North
C902,Darshit Upadhyay,Jaipur,North
C659,Ayesha Sarna,Chandigarh,North
C3819,Sara Koshy,Ranchi,East
C3721,Samar Jayaraman,Chandigarh,North
C3844,Seher Lall,Amritsar,North
C403,Anahita Hegde,Coimbatore,South
C1682,Indranil Varty,Mumbai,West
C2718,Myra Sarkar,Thiruvananthapuram,South
C2907,Nitara Char,Amritsar,North
C420,Anay Deol,Bhubaneswar,East
C515,Anvi Jayaraman,Kolkata,East
C20,Aaina Sharaf,Chennai,South
C279,Alia Borde,Kolkata,East
C2032,Kanav Shan,Hyderabad,South
C4087,Suhana Ram,Bhubaneswar,East
C1801,Ivana Sen,Hyderabad,South
C455,Anaya Krish,Surat,West
C4576,Vihaan Lall,Guwahati,East
C4644,Yakshit Gole,Chennai,South
C1218,Elakshi Barman,Kolkata,East
C1266,Eshani Kala,Bangalore,South
C2467,Mahika Tiwari,Coimbatore,South
C2833,Neysa Chacko,Coimbatore,South
C1984,Kabir Koshy,Goa,West
C3972,Shayak Tiwari,Surat,West
C1700,Indrans Wable,Patna,East
C1951,Jiya Banerjee,Chandigarh,North
C4660,Yashvi Chopra,Pune,West
C428,Anay Kamdar,Bangalore,South
C780,Bhavin Suresh,Kolkata,East
C1284,Eva Dar,Thiruvananthapuram,South
C4097,Sumer Bhandari,Amritsar,North
C4579,Vihaan Majumdar,Chennai,South
C2730,Nakul Maharaj,Chennai,South
C901,Darshit Tripathi,Bhubaneswar,East
C1302,Faiyaz Chada,Chandigarh,North
C667,Azad Bhardwaj,Amritsar,North
C3178,Priyansh Rama,Bangalore,South
C3784,Sana Borde,Lucknow,North
C4291,Trisha Lad,Thiruvananthapuram,South
C3063,Pihu Mane,Surat,West
C1422,Hansh Dara,Bangalore,South
C1444,Hazel Chakrabarti,Bangalore,South
C2261,Kismat Rajan,Patna,East
C2971,Onkar Dugar,Goa,West
C1794,Ivana Kadakia,Kolkata,East
C192,Adira Issac,Ahmedabad,West
C845,Chirag Ramanathan,Ranchi,East
C3174,Priyansh Khurana,Patna,East
C1963,Jiya Savant,Mumbai,West
C221,Advik Talwar,Ahmedabad,West
C4802,Zara Ramachandran,Kolkata,East
C948,Dhanuk Saraf,Kolkata,East
C951,Dhanuk Soni,Amritsar,North
C1655,Indrajit Wason,Lucknow,North
C1452,Hazel Kade,Jaipur,North
C614,Armaan Kunda,Mumbai,West
C3316,Rasha Tank,Coimbatore,South
C3297,Rasha Bose,Coimbatore,South
C524,Anvi Raju,Pune,West
C3812,Sara Chowdhury,Bhubaneswar,East
C1640,Indrajit Dave,Hyderabad,South
C2943,Nitya Sastry,Ahmedabad,West
C1582,Hunar Bedi,Jaipur,North
C1562,Hrishita Jani,Guwahati,East
C4024,Shray Raja,Surat,West
C1188,Ehsaan Sawhney,Ranchi,East
C2598,Miraan Khanna,Kolkata,East
C3268,Ranbir Suresh,Thiruvananthapuram,South
C46,Aarav Singhal,Patna,East
C487,Aniruddh Doctor,Ahmedabad,West
C4055,Siya Thaker,Delhi,North
C4196,Taran Kakar,Bangalore,South
C4293,Trisha Mandal,Kolkata,East
C4116,Sumer Vasa,Lucknow,North
C2277,Krish Kannan,Ranchi,East
C2951,Ojas Chaudhary,Ranchi,East
C3401,Reyansh Handa,Jaipur,North
C1526,Hiran Sinha,Ahmedabad,West
C4160,Tanya Tak,Hyderabad,South
C1797,Ivana Sahota,Kolkata,East
C606,Armaan Hora,Thiruvananthapuram,South
C4449,Vanya Upadhyay,Jaipur,North
C3886,Shalv Mallick,Ranchi,East
C1534,Hridaan Dyal,Chandigarh,North
C1491,Heer Varghese,Bangalore,South
C2167,Kiaan Bhat,Jaipur,North
C4373,Urvi Vora,Chandigarh,North
C4370,Urvi Shroff,Ranchi,East
C565,Aradhya Jayaraman,Jaipur,North
C119,Aayush Boase,Guwahati,East
C4474,Vedika Arora,Kolkata,East
C816,Charvi Gulati,Bangalore,South
C2099,Kavya Chokshi,Ranchi,East
C340,Amani Sanghvi,Surat,West
C3169,Priyansh Ghose,Patna,East
C2103,Kavya Kade,Jaipur,North
C2151,Khushi Kunda,Bangalore,South
C2473,Mamooty Boase,Delhi,North
C4761,Zain Hari,Amritsar,North
C3220,Raghav Hegde,Jaipur,North
C3077,Piya Bhattacharyya,Ranchi,East
C29,Aarav Bal,Chandigarh,North
C2318,Lagan Thakur,Surat,West
C2198,Kiara Chahal,Hyderabad,South
C1339,Farhan Ramachandran,Ahmedabad,West
C4092,Suhana Sheth,Chandigarh,North
C3473,Ritvik Dara,Kolkata,East
C4079,Suhana Bumb,Guwahati,East
C2783,Nayantara Rajagopalan,Pune,West
C864,Damini Madan,Chennai,South
C2802,Neelofar Hans,Bhubaneswar,East
C4086,Suhana Mann,Ranchi,East
C4536,Vidur Bahl,Pune,West
C2174,Kiaan Gour,Ahmedabad,West
C1112,Divyansh Ratta,Bangalore,South
C1480,Heer Kuruvilla,Pune,West
C486,Aniruddh Dhingra,Bhubaneswar,East
C4670,Yashvi Sarraf,Coimbatore,South
C3198,Purab Kulkarni,Surat,West
C382,Anahi Rattan,Chennai,South
C4133,Taimur Krishnamurthy,Thiruvananthapuram,South
C1478,Heer Korpal,Kolkata,East
C1014,Dhruv Aurora,Amritsar,North
C2449,Mahika Bail,Delhi,North
C28,Aarav Bakshi,Bhubaneswar,East
C3025,Parinaaz Bhandari,Amritsar,North
C341,Amani Sankaran,Guwahati,East
C3867,Shaan Master,Chandigarh,North
C211,Advik Dey,Hyderabad,South
C3747,Samarth Sandhu,Guwahati,East
C4286,Trisha Dutt,Ahmedabad,West
C3039,Parinaaz Rama,Delhi,North
C3694,Samaira Loyal,Bangalore,South
C3362,Raunak Mane,Coimbatore,South
C3511,Riya Date,Goa,West
C809,Charvi Brar,Chennai,South
C1473,Heer Dhawan,Pune,West
C3686,Samaira Dugar,Pune,West
C4103,Sumer Goda,Delhi,North
C260,Akarsh Balan,Chandigarh,North
C134,Abram Bansal,Pune,West
C744,Bhamini Gulati,Jaipur,North
C2898,Nishith Sankar,Surat,West
C293,Alia Suri,Jaipur,North
C3234,Raghav Sachdeva,Jaipur,North
C4767,Zain Sarkar,Delhi,North
C2687,Mohanlal Kapoor,Chennai,South
C1313,Faiyaz Rattan,Ahmedabad,West
C127,Aayush Sood,Chandigarh,North
C3898,Shamik Ahluwalia,Bhubaneswar,East
C1725,Ishaan Chopra,Bhubaneswar,East
C3837,Seher Dhar,Patna,East
C1749,Ishita De,Mumbai,West
C2607,Miraya Aurora,Amritsar,North
C1671,Indranil Lall,Guwahati,East
C4275,Tiya Sandhu,Bangalore,South
C2418,Madhav Mandal,Bhubaneswar,East
C2752,Navya Kale,Chennai,South
C3003,Pari Agate,Chennai,South
C3925,Shanaya Gokhale,Delhi,North
C4596,Vivaan Ranganathan,Kolkata,East
C3122,Prerak Barad,Guwahati,East
C261,Akarsh Chacko,Delhi,North
C1320,Faiyaz Srinivas,Bangalore,South
C4709,Yasmin Vala,Chennai,South
C3046,Parinaaz Swaminathan,Chennai,South
C3552,Romil Chana,Lucknow,North
C3546,Rohan Varty,Bhubaneswar,East
C939,Dhanuk Kapur,Pune,West
C3792,Sana Gulati,Patna,East
C4494,Vedika Jha,Bangalore,South
C766,Bhavin Dhawan,Bhubaneswar,East
C1289,Eva Khatri,Chandigarh,North
C3998,Shlok Master,Bangalore,South
C110,Aaryahi Madan,Jaipur,North
C2522,Manjari Bhavsar,Patna,East
C3962,Shayak Mane,Hyderabad,South
C1186,Ehsaan Majumdar,Kolkata,East
C783,Bhavin Venkatesh,Hyderabad,South
C3106,Pranay Chauhan,Bangalore,South
C2183,Kiaan Saini,Bangalore,South
C3959,Shayak Lal,Pune,West
C4071,Stuvan Ray,Kolkata,East
C3463,Riaan Srivastava,Bangalore,South
C609,Armaan Kara,Hyderabad,South
C1424,Hansh Ghosh,Bhubaneswar,East
C6,Aaina Chopra,Ahmedabad,West
C4592,Vivaan Gole,Chennai,South
C3310,Rasha Rana,Chennai,South
C3222,Raghav Kari,Lucknow,North
C3601,Saanvi Gulati,Delhi,North
C1819,Jayan Doshi,Pune,West
C3588,Ryan Sem,Patna,East
C2968,Onkar Buch,Mumbai,West
C3323,Rati Bawa,Chandigarh,North
C3910,Shamik Tak,Ranchi,East
C356,Amira Kala,Pune,West
C3759,Samiha Bhagat,Lucknow,North
C2176,Kiaan Khosla,Mumbai,West
C821,Charvi Raman,Patna,East
C3055,Pihu Gola,Hyderabad,South
C2841,Neysa Saraf,Patna,East
C1363,Fateh Maharaj,Amritsar,North
C2498,Manikya Chacko,Amritsar,North
C665,Azad Anne,Coimbatore,South
C2654,Mishti Grover,Jaipur,North
C3871,Shaan Sharaf,Chennai,South
C352,Amira Ganesh,Patna,East
C3016,Pari Mane,Hyderabad,South
C4458,Vardaniya Date,Goa,West
C2484,Mamooty Kapur,Delhi,North
C3484,Ritvik Majumdar,Thiruvananthapuram,South
C3230,Raghav Rama,Guwahati,East
C1722,Ishaan Banik,Bangalore,South
C2150,Khushi Kale,Jaipur,North
C533,Anvi Tak,Guwahati,East
C18,Aaina Raval,Jaipur,North
C1746,Ishita Choudhary,Jaipur,North
C1863,Jayesh Bath,Bangalore,South
C2036,Kanav Suresh,Amritsar,North
C416,Anay Bhakta,Lucknow,North
C668,Azad Bhatti,Thiruvananthapuram,South
C2620,Miraya Ravi,Ahmedabad,West
C4186,Taran Bedi,Goa,West
C4535,Veer Sule,Delhi,North
C1208,Ela Lanka,Pune,West
C1419,Hansh Bobal,Goa,West
C4429,Vaibhav Viswanathan,Delhi,North
C3622,Sahil Chandran,Bangalore,South
C1357,Fateh Iyengar,Amritsar,North
C3520,Riya Magar,Guwahati,East
C4364,Urvi Krishnan,Chandigarh,North
C2446,Madhup Subramaniam,Thiruvananthapuram,South
C100,Aaryahi Das,Goa,West
C2528,Manjari Gera,Ranchi,East
C2260,Kismat Mand,Goa,West
C1073,Divij Gulati,Delhi,North
C3994,Shlok Keer,Kolkata,East
C317,Alisha Rajagopalan,Thiruvananthapuram,South
C4195,Taran Iyengar,Guwahati,East
C4778,Zaina Chanda,Thiruvananthapuram,South
C59,Aarna Khare,Jaipur,North
C141,Abram Date,Goa,West
C1906,Jivika Magar,Goa,West
C2370,Lakshit Wagle,Hyderabad,South
C3817,Sara Kannan,Guwahati,East
C1666,Indranil Kakar,Lucknow,North
C219,Advik Subramaniam,Bangalore,South
C2411,Madhav Jani,Patna,East
C2057,Kartik Lall,Goa,West
C4475,Vedika Atwal,Chandigarh,North
C253,Ahana  Sampath,Pune,West
C2890,Nishith Kara,Thiruvananthapuram,South
C551,Anya Sandhu,Mumbai,West
C2211,Kiara Keer,Surat,West
C3432,Rhea Saxena,Ranchi,East
C2999,Oorja Sandal,Ahmedabad,West
C2031,Kanav Sanghvi,Surat,West
C1221,Elakshi Chatterjee,Kolkata,East
C1463,Hazel Varma,Guwahati,East
C133,Abram Balasubramanian,Chandigarh,North
C1137,Diya Sagar,Chandigarh,North
C2496,Mamooty Zachariah,Thiruvananthapuram,South
C4278,Tiya Warrior,Coimbatore,South
C3427,Rhea Sabharwal,Jaipur,North
C2380,Lavanya Desai,Lucknow,North
C1780,Ivan Shenoy,Patna,East
C2249,Kismat Bhatti,Hyderabad,South
C387,Anahi Sharaf,Goa,West
C4495,Vedika Johal,Delhi,North
C135,Abram Baral,Kolkata,East
C1911,Jivika Sani,Patna,East
C3053,Pihu Datta,Kolkata,East
C479,Anika Thaker,Jaipur,North
C4107,Sumer Lanka,Lucknow,North
C2827,Nehmat Rattan,Lucknow,North
C3435,Riaan Banik,Guwahati,East
C1366,Fateh Sahota,Amritsar,North
C3610,Saanvi Solanki,Thiruvananthapuram,South
C764,Bhavin Date,Chennai,South
C1791,Ivana Goswami,Mumbai,West
C4765,Zain Mani,Jaipur,North
C243,Ahana  Chanda,Bhubaneswar,East
C2949,Ojas Bhalla,Chandigarh,North
C3438,Riaan Char,Guwahati,East
